word,count,1,2,3,4,5
become,1,0,0,0,0,1
soggy,1,0,0,0,0,1
hits,1,0,0,0,0,1
holds,1,0,0,0,0,1
oat,1,0,0,0,0,1
close,1,0,0,0,0,1
hardy,1,0,0,0,1,0
folks,1,0,0,0,1,0
post,1,0,0,0,1,0
bariatric,1,0,0,0,1,0
surgery,1,0,0,0,1,0
palatable,1,0,0,0,1,0
easily,1,0,0,0,1,0
digestible,1,0,0,0,1,0
fiber,1,0,0,0,1,0
bloat,1,0,0,0,1,0
celiac,1,0,0,0,0,1
disease,1,0,0,0,0,1
lifesaver,1,0,0,0,0,1
abby,1,0,0,0,0,1
raisins,1,0,0,0,0,1
nuke,1,0,0,0,0,1
90,1,0,0,0,0,1
kroger,1,0,0,0,0,1
tastier,1,0,0,0,0,1
mmm,1,0,0,0,0,1
visiting,1,0,0,0,1,0
friend,1,0,0,0,1,0
storage,1,0,0,0,1,0
mccanns,1,0,0,0,1,0
suggested,1,0,0,0,1,0
stash,1,0,0,0,1,0
sometimes,1,0,0,0,1,0
dose,1,0,0,0,1,0
cinn,1,0,0,0,1,0
tastefull,1,0,0,0,1,0
o,1,0,0,0,1,0
j,1,0,0,0,1,0
slice,1,0,0,0,1,0
toast,1,0,0,0,1,0
ready,1,0,0,0,1,0
jerry,1,0,0,0,1,0
reith,1,0,0,0,1,0
wife,1,0,0,0,0,1
reccomended,1,0,0,0,0,1
b001eo5qw8,1,0,0,0,0,1
0,1,0,0,0,0,1
cents,1,0,0,0,0,1
understand,1,0,0,0,0,1
terrific,1,0,0,0,0,1
tired,1,0,0,0,0,1
ole,1,0,0,0,0,1
boil,1,0,0,0,0,1
pot,1,0,0,0,0,1
pour,1,0,0,0,0,1
expand,1,0,0,0,0,1
2x,1,0,0,0,0,1
takes,1,0,0,0,0,1
extremely,1,0,0,0,0,1
connoisseur,1,0,0,0,0,1
whether,1,0,0,0,0,1
raw,1,0,0,0,0,1
pellet,1,0,0,0,0,1
state,1,0,0,0,0,1
hour,1,0,0,0,0,1
sloth,1,0,0,0,0,1
addled,1,0,0,0,0,1
beauty,1,0,0,0,0,1
available,1,0,0,0,0,1
allows,1,0,0,0,0,1
explored,1,0,0,0,0,1
known,1,0,0,0,0,1
oatmeals,1,0,0,0,0,1
personally,1,0,0,0,0,1
thicker,1,0,0,0,0,1
america,1,0,0,0,0,1
tends,1,0,0,0,0,1
liquidy,1,0,0,0,0,1
1300watt,1,0,0,0,0,1
twenty,1,0,0,0,0,1
seven,1,0,0,0,0,1
handle,1,0,0,0,0,1
how,1,0,0,0,0,1
consider,1,0,0,0,0,1
offering,1,0,0,0,0,1
lot,1,0,0,0,0,1
ten,1,0,0,0,0,1
eaters,1,0,0,0,0,1
single,1,0,0,0,0,1
alone,1,0,0,0,0,1
00,1,0,0,0,0,1
choice,1,0,0,0,0,1
cook,1,0,0,0,0,1
keeps,1,0,0,0,0,1
regularly,1,0,0,0,0,1
wholesome,1,0,0,1,0,0
supermarket,1,0,0,1,0,0
somewhat,1,0,0,1,0,0
either,1,0,0,1,0,0
pass,1,0,0,1,0,0
muster,1,0,0,1,0,0
wouldn,1,0,0,0,0,1
follow,1,0,0,0,0,1
directions,1,0,0,0,0,1
comes,1,0,0,0,0,1
soupy,1,0,0,0,0,1
differce,1,0,0,1,0,0
oaker,1,0,0,1,0,0
added,1,0,0,0,1,0
big,1,0,0,1,0,0
carbs,1,0,0,1,0,0
sugars,1,0,0,1,0,0
money,1,0,0,1,0,0
quaker,1,1,0,0,0,0
bloody,1,0,0,0,0,1
mary,1,0,0,0,0,1
seller,1,0,0,0,0,1
advertising,1,0,0,0,0,1
lol,1,0,0,0,0,1
buddies,1,0,0,0,0,1
im,1,0,0,0,0,1
burn,1,0,0,0,0,1
mouth,1,0,0,0,0,1
forever,1,0,0,0,0,1
temp,1,0,0,0,0,1
weston,1,0,0,0,1,0
cranberry,1,0,0,0,1,0
horseradish,1,0,0,0,1,0
fartless,1,0,0,0,1,0
salsa,1,0,0,0,1,0
cider,1,0,0,0,1,0
newton,1,0,0,0,1,0
cradle,1,0,0,0,1,0
art,1,0,0,0,1,0
motion,1,0,0,0,1,0
staple,1,0,0,0,1,0
activate,1,0,0,0,1,0
perspiration,1,0,0,0,1,0
glands,1,0,0,0,1,0
behind,1,0,0,0,1,0
ears,1,0,0,0,1,0
arms,1,0,0,0,1,0
requires,1,0,0,0,1,0
beverage,1,0,0,0,1,0
glass,1,0,0,0,1,0
kleenex,1,0,0,0,1,0
look,1,0,0,0,1,0
already,1,0,0,0,1,0
ideas,1,0,0,0,1,0
suspect,1,0,0,0,1,0
hitting,1,0,0,0,1,0
goodies,1,0,0,0,1,0
absence,1,0,0,0,1,0
colleague,1,0,0,0,1,0
earliest,1,0,0,0,1,0
opportunity,1,0,0,0,1,0
contents,1,0,0,0,1,0
planters,1,0,0,0,1,0
crying,1,0,0,0,1,0
running,1,0,0,0,1,0
return,1,0,0,0,1,0
shaken,1,0,0,0,1,0
ensure,1,0,0,0,1,0
evenly,1,0,0,0,1,0
distributed,1,0,0,0,1,0
important,1,0,0,0,1,0
wash,1,0,0,0,1,0
hands,1,0,0,0,1,0
consumption,1,0,0,0,1,0
eyes,1,0,0,0,1,0
p,1,0,0,0,1,0
sharing,1,0,0,0,1,0
deliberately,1,0,0,0,1,0
insulted,1,0,0,0,1,0
texas,1,0,0,1,0,0
doubt,1,0,0,1,0,0
habanero,1,0,0,1,0,0
notch,1,0,0,1,0,0
stove,1,0,0,0,1,0
popper,1,0,0,0,1,0
outside,1,0,0,0,1,0
course,1,0,0,0,1,0
direct,1,0,0,0,1,0
mexican,1,0,0,0,1,0
altura,1,0,0,0,1,0
seem,1,0,0,0,1,0
suited,1,0,0,0,1,0
method,1,0,0,0,1,0
cracks,1,0,0,0,1,0
distinct,1,0,0,0,1,0
medium,1,0,0,0,1,0
results,1,0,0,0,1,0
aroma,1,0,0,0,1,0
persistent,1,0,0,0,1,0
velvety,1,0,0,0,1,0
lively,1,0,0,0,1,0
large,1,0,0,0,0,1
cast,1,0,0,0,0,1
iron,1,0,0,0,0,1
pan,1,0,0,0,0,1
grill,1,0,0,0,0,1
smell,1,0,0,0,0,1
importantly,1,0,0,0,0,1
bitter,1,0,0,0,0,1
numerous,1,0,0,0,0,1
occasions,1,0,0,0,0,1
send,1,0,0,0,0,1
indicated,1,0,0,0,0,1
satisfy,1,0,0,0,0,1
trick,1,0,0,0,0,1
treaters,1,0,0,0,0,1
kit,1,0,0,0,0,1
kat,1,0,0,0,0,1
reeses,1,0,0,0,0,1
plenty,1,0,0,0,0,1
shipped,1,0,0,0,0,1
promptly,1,0,0,0,0,1
neighborhood,1,0,0,0,0,1
liked,1,0,0,0,0,1
sent,1,0,0,0,0,1
daughters,1,0,0,0,0,1
class,1,0,0,0,0,1
share,1,0,0,0,0,1
prices,1,0,0,1,0,0
gold,1,0,0,1,0,0
target,1,0,0,1,0,0
compete,1,0,0,0,0,1
pill,1,0,0,0,0,1
dirt,1,0,0,0,0,1
camelbak,1,0,0,0,0,1
heavily,1,0,0,0,0,1
effective,1,0,0,0,0,1
cramp,1,0,0,0,0,1
hundred,1,0,0,0,0,1
mile,1,0,0,0,0,1
racing,1,0,0,0,0,1
buggy,1,0,0,0,0,1
firstly,1,0,0,0,0,1
endurance,1,0,0,0,0,1
athlete,1,0,0,0,0,1
handly,1,0,0,0,0,1
dissovle,1,0,0,0,0,1
third,1,0,0,0,0,1
imagine,1,0,0,0,0,1
starving,1,0,0,0,0,1
hydration,1,0,0,0,0,1
rather,1,0,0,0,0,1
salty,1,0,0,0,0,1
refreshing,1,0,0,0,0,1
lemon,1,0,0,0,0,1
lime,1,0,0,0,0,1
drop,1,0,0,0,0,1
tablet,1,0,0,0,0,1
bottled,1,0,0,0,0,1
whenever,1,0,0,0,0,1
exercise,1,0,0,0,0,1
chock,1,0,0,0,0,1
serves,1,0,0,0,0,1
source,1,0,0,0,0,1
ride,1,0,0,0,0,1
grapefruit,1,0,0,0,0,1
slight,1,0,0,0,0,1
carbonation,1,0,0,0,0,1
line,1,0,0,0,0,1
preventing,1,0,0,0,0,1
middle,1,0,0,0,0,1
latter,1,0,0,0,0,1
stages,1,0,0,0,0,1
pop,1,0,0,0,0,1
set,1,0,0,0,0,1
cycling,1,0,0,0,0,1
arrhythmia,1,0,0,0,0,1
drinking,1,0,0,0,0,1
plain,1,0,0,0,0,1
research,1,0,0,0,0,1
gatorade,1,0,0,0,0,1
option,1,0,0,0,0,1
loaded,1,0,0,0,0,1
carbohydrates,1,0,0,0,0,1
alternative,1,0,0,0,0,1
zero,1,0,0,0,0,1
drinks,1,0,0,0,0,1
ran,1,0,0,0,0,1
tube,1,0,0,0,0,1
voila,1,0,0,0,0,1
solved,1,0,0,0,0,1
leg,1,0,0,0,0,1
cramps,1,0,0,0,0,1
resolved,1,0,0,0,0,1
guys,1,0,0,0,0,1
superbly,1,0,0,0,0,1
formulated,1,0,0,0,0,1
nutrition,1,0,1,0,0,0
decades,1,0,1,0,0,0
appealing,1,0,1,0,0,0
notice,1,0,1,0,0,0
sip,1,0,1,0,0,0
impulsive,1,0,0,1,0,0
wrong,1,0,0,1,0,0
babies,1,0,0,1,0,0
complaints,1,0,0,1,0,0
retrospect,1,0,0,1,0,0
ridiculous,1,0,0,1,0,0
esp,1,0,0,1,0,0
sooooo,1,0,0,0,0,1
deliscious,1,0,0,0,0,1
ate,1,0,0,0,0,1
em,1,0,0,0,0,1
gained,1,0,0,0,0,1
pds,1,0,0,0,0,1
fault,1,0,0,0,0,1
albanese,1,0,0,0,0,1
faces,1,0,0,0,0,1
snakes,1,0,0,0,0,1
balls,1,0,0,0,0,1
worms,1,0,0,0,0,1
whatever,1,0,0,0,0,1
lb,1,0,0,0,0,1
twin,1,0,0,0,0,1
screaming,1,0,0,0,0,1
far,1,0,0,0,0,1
concerned,1,0,0,0,0,1
50,1,0,0,0,0,1
deep,1,0,0,0,0,1
friggin,1,0,0,0,0,1
things,1,0,0,0,0,1
consumed,1,0,0,0,0,1
area,1,0,0,0,0,1
talk,1,0,0,0,0,1
lying,1,0,0,0,0,1
10lbs,1,0,0,0,0,1
bigger,1,0,0,0,0,1
sour,1,0,0,0,0,1
kick,1,0,0,0,0,1
another,1,0,0,0,0,1
opinion,1,0,0,0,0,1
salt,1,0,0,0,0,1
softer,1,0,0,0,0,1
frozen,1,0,0,0,0,1
latice,1,0,0,0,0,1
tarts,1,0,0,0,0,1
directly,1,0,0,0,0,1
fantasicakes,1,0,0,0,0,1
website,1,0,0,0,0,1
dinner,1,0,0,0,0,1
hosting,1,0,0,0,0,1
intact,1,0,0,0,0,1
froze,1,0,0,0,0,1
jam,1,0,0,0,0,1
guests,1,0,0,0,0,1
beware,1,1,0,0,0,0
please,1,1,0,0,0,0
everybody,1,1,0,0,0,0
alcohol,1,1,0,0,0,0
undigestible,1,1,0,0,0,0
unsuspecting,1,1,0,0,0,0
digest,1,1,0,0,0,0
intestinal,1,1,0,0,0,0
bloating,1,1,0,0,0,0
massive,1,1,0,0,0,0
nausea,1,1,0,0,0,0
diarrhea,1,1,0,0,0,0
headaches,1,1,0,0,0,0
lesson,1,1,0,0,0,0
fell,1,1,0,0,0,0
suzanne,1,1,0,0,0,0
sommers,1,1,0,0,0,0
nirvana,1,1,0,0,0,0
bliss,1,1,0,0,0,0
kicked,1,1,0,0,0,0
discomfort,1,1,0,0,0,0
unlike,1,1,0,0,0,0
felt,1,1,0,0,0,0
blew,1,1,0,0,0,0
balloon,1,1,0,0,0,0
painful,1,1,0,0,0,0
abdominal,1,1,0,0,0,0
passed,1,1,0,0,0,0
unpleasant,1,1,0,0,0,0
calorie,1,1,0,0,0,0
culprit,1,1,0,0,0,0
hunch,1,1,0,0,0,0
confirmed,1,1,0,0,0,0
market,1,1,0,0,0,0
wondering,1,1,0,0,0,0
possibly,1,1,0,0,0,0
sank,1,1,0,0,0,0
asterisk,1,1,0,0,0,0
read,1,1,0,0,0,0
letters,1,1,0,0,0,0
goodness,1,1,0,0,0,0
shorter,1,1,0,0,0,0
duration,1,1,0,0,0,0
content,1,1,0,0,0,0
reaction,1,1,0,0,0,0
okay,1,0,1,0,0,0
brunch,1,1,0,0,0,0
artifial,1,1,0,0,0,0
returnable,1,1,0,0,0,0
wasted,1,1,0,0,0,0
bucks,1,1,0,0,0,0
snack,1,0,0,0,0,1
trail,1,0,0,0,0,1
solid,1,0,0,0,0,1
mass,1,0,0,0,0,1
left,1,0,0,0,0,1
pantry,1,0,0,0,0,1
opened,1,0,0,0,0,1
temperature,1,0,0,0,0,1
gooey,1,0,0,0,0,1
hunks,1,0,0,0,0,1
grainy,1,0,0,0,0,1
melting,1,0,0,0,0,1
solidifying,1,0,0,0,0,1
pick,1,0,0,0,0,1
agree,1,0,0,0,0,1
reviewer,1,0,0,0,0,1
regarding,1,0,0,0,0,1
insulating,1,0,0,0,0,1
packaging,1,0,0,0,0,1
ice,1,0,0,0,0,1
melt,1,0,0,0,0,1
warm,1,0,0,0,0,1
berries,1,0,0,1,0,0
winter,1,0,0,1,0,0
enjoy,1,0,0,1,0,0
granted,1,0,0,0,0,1
being,1,0,0,0,0,1
crisp,1,0,0,0,0,1
stick,1,0,0,0,0,1
dad,1,0,0,0,0,1
remembered,1,0,0,0,0,1
girl,1,0,0,0,0,1
gift,1,0,0,0,1,0
giant,1,0,0,0,1,0
canes,1,0,0,0,1,0
recipients,1,0,0,0,1,0
kept,1,0,0,0,1,0
title,1,0,0,0,0,1
says,1,0,0,0,0,1
gastronomy,1,0,0,0,0,1
scare,1,0,0,0,0,1
science,1,0,0,0,0,1
blonde,1,0,0,0,0,1
kinds,1,0,0,0,0,1
honestly,1,0,0,0,0,1
manufactured,1,0,0,0,0,1
hand,1,0,0,0,0,1
stumbled,1,0,0,0,0,1
making,1,0,0,0,0,1
lowfat,1,0,0,0,0,1
sweeter,1,0,0,0,0,1
fresher,1,0,0,0,0,1
dissolve,1,0,0,0,0,1
play,1,0,0,0,0,1
ratios,1,0,0,0,0,1
heavy,1,0,0,0,0,1
flavoring,1,0,0,0,0,1
bough,1,0,0,0,0,1
cocoa,1,0,0,0,0,1
vanilla,1,0,0,0,0,1
caster,1,0,0,0,0,1
superfine,1,0,0,0,0,1
batches,1,0,0,0,0,1
nutmeg,1,0,0,0,0,1
wanted,1,0,0,0,0,1
fake,1,0,0,0,0,1
sweetner,1,0,0,0,0,1
canning,1,0,0,0,0,1
jars,1,0,0,0,0,1
chopper,1,0,0,0,0,1
processor,1,0,0,0,0,1
blend,1,0,0,0,0,1
heavier,1,0,0,0,0,1
sinks,1,0,0,0,0,1
settle,1,0,0,0,0,1
opening,1,0,0,0,0,1
storebought,1,0,0,0,0,1
essential,1,0,0,0,0,1
oils,1,0,0,0,0,1
orange,1,0,0,0,0,1
mentioned,1,0,0,0,0,1
flavorings,1,0,0,0,0,1
housewarming,1,0,0,0,0,1
host,1,0,0,0,0,1
ess,1,0,0,0,0,1
gifts,1,0,0,0,0,1
cooking,1,0,0,0,0,1
main,1,0,0,0,0,1
itchy,1,0,0,1,0,0
duck,1,0,0,1,0,0
potato,1,0,0,1,0,0
given,1,0,0,1,0,0
boston,1,0,0,1,0,0
severe,1,0,0,1,0,0
reactions,1,0,0,1,0,0
violent,1,0,0,1,0,0
jumping,1,0,0,1,0,0
bed,1,0,0,1,0,0
night,1,0,0,1,0,0
soon,1,0,0,1,0,0
changed,1,0,0,1,0,0
choices,1,0,0,1,0,0
until,1,0,0,1,0,0
specifically,1,0,0,0,0,1
spots,1,0,0,0,0,1
tummy,1,0,0,0,0,1
ships,1,0,0,0,0,1
ton,1,0,0,0,0,1
tested,1,0,0,0,0,1
test,1,0,0,0,0,1
triggers,1,0,0,0,0,1
pain,1,0,0,0,0,1
shepherd,1,0,0,0,0,1
collie,1,0,0,0,0,1
ibs,1,0,0,0,0,1
recipe,1,0,0,0,0,1
awful,1,0,0,0,0,1
hope,1,0,0,0,0,1
normally,1,0,0,0,0,1
bichon,1,0,0,0,0,1
stomach,1,0,0,0,0,1
breeds,1,0,0,0,0,1
poop,1,0,0,0,0,1
consistency,1,0,0,0,0,1
mom,1,0,0,0,0,1
ask,1,0,0,0,0,1
poodle,1,0,0,0,0,1
pomeranian,1,0,0,0,0,1
due,1,0,0,0,0,1
severs,1,0,0,0,0,1
feed,1,0,0,0,0,1
puppy,1,0,0,0,0,1
hardly,1,0,0,0,0,1
sick,1,0,0,0,0,1
retriever,1,0,0,0,0,1
picky,1,0,0,0,0,1
met,1,0,0,0,0,1
experimenting,1,0,0,0,0,1
types,1,0,0,0,0,1
multiple,1,0,0,0,0,1
furthermore,1,0,0,0,0,1
boring,1,0,0,0,0,1
figured,1,0,0,0,0,1
tend,1,0,0,0,0,1
fish,1,0,0,0,0,1
additionally,1,0,0,0,0,1
petco,1,0,0,0,0,1
cans,1,0,0,0,0,1
surprise,1,0,0,0,0,1
stamp,1,0,0,0,0,1
approval,1,0,0,0,0,1
pleased,1,0,0,0,0,1
grain,1,0,0,0,0,1
possible,1,0,0,0,0,1
grains,1,0,0,0,0,1
switching,1,0,0,0,0,1
haven,1,0,0,0,0,1
helpful,1,0,0,0,0,1
kibble,1,0,0,0,0,1
larger,1,0,0,0,0,1
smaller,1,0,0,0,0,1
basenji,1,0,0,0,0,1
noticeably,1,0,0,0,0,1
energetic,1,0,0,0,0,1
earlier,1,0,0,0,0,1
despite,1,0,0,0,0,1
cost,1,0,0,0,0,1
stays,1,0,0,0,0,1
cups,1,0,0,0,0,1
serving,1,0,0,0,0,1
whereas,1,0,0,0,0,1
account,1,0,0,0,0,1
bang,1,0,0,0,0,1
buck,1,0,0,0,0,1
happier,1,0,0,0,0,1
boot,1,0,0,0,0,1
sold,1,0,0,0,0,1
pup,1,0,0,0,0,1
forms,1,0,0,0,0,1
hotspots,1,0,0,0,0,1
crazy,1,0,0,0,0,1
preservatives,1,0,0,0,0,1
pets,1,0,0,0,0,1
reducing,1,0,0,0,0,1
message,1,0,0,0,0,1
ramsey,1,0,0,0,0,1
frankenstein,1,0,0,0,0,1
approved,1,0,0,0,0,1
english,1,0,0,0,0,1
bulldog,1,0,0,0,0,1
skin,1,0,0,0,0,1
age,1,0,0,0,0,1
wean,1,0,0,0,0,1
previous,1,0,0,0,0,1
owner,1,0,0,0,0,1
gave,1,0,0,0,0,1
iams,1,0,0,0,0,1
onto,1,0,0,0,0,1
working,1,0,0,0,0,1
sensitive,1,0,0,0,0,1
additives,1,0,0,0,0,1
proteins,1,0,0,0,0,1
commonly,1,0,0,0,0,1
commercial,1,0,0,0,0,1
chicken,1,0,0,0,0,1
beef,1,0,0,0,0,1
